camera_id;RESEX;Entorno;Comunidade;distance
MAL-T2-C3-3700;Médio Purus;não;Maloca;3703.791729
MAL-T2-C2-3200;Médio Purus;não;Maloca;3266.931148
REM-T2-C4-4000;Médio Purus;não;Remanso;3927.054674
REM-T2-C3-2700;Médio Purus;não;Remanso;2632.631678
REM-T2-C6-5900;Médio Purus;não;Remanso;5890.282197
REM-T2-C5-4950;Médio Purus;não;Remanso;4909.201872
SFO-T1-C2-1000;Médio Purus;não;São Francisco;990.2066064
SFO-T1-C1-500;Médio Purus;não;São Francisco;523.6506099
SFO-T1-C4-3100;Médio Purus;não;São Francisco;3093.58461
SFO-T1-C3-1600;Médio Purus;não;São Francisco;1623.084776
REM-T1-C1-950;Médio Purus;não;Remanso;870.9808779
POR-T1-C5-4500;Médio Purus;não;Porongaba;4512.968878
REM-T1-C3-2300;Médio Purus;não;Remanso;2288.12654
REM-T1-C2-1500;Médio Purus;não;Remanso;1485.713168
REM-T1-C5-4500;Médio Purus;não;Remanso;4464.097738
REM-T1-C4-3750;Médio Purus;não;Remanso;3749.536893
IUT-T1-C6-4000;Médio Purus;sim;Iutari;4082.514664
IUT-T1-C5-3300;Médio Purus;sim;Iutari;3365.017276
MAL-T2-C5-5000;Médio Purus;não;Maloca;5078.948148
MAL-T2-C4-4500;Médio Purus;não;Maloca;4539.968237
MAL-T2-C7-6200;Médio Purus;não;Maloca;6245.51964
MAL-T2-C6-5500;Médio Purus;não;Maloca;5555.498877
POR-T1-C2-1000;Médio Purus;não;Porongaba;903.25736
POR-T1-C1-500;Médio Purus;não;Porongaba;351.241952
POR-T1-C4-3250;Médio Purus;não;Porongaba;3229.691917
POR-T1-C3-1980;Médio Purus;não;Porongaba;1910.284933
MAL-T1-C1-600;Médio Purus;não;Maloca;588.2022185
LIM-T1-C7-5700;Médio Purus;não;Limeira;5749.581872
MAL-T1-C4-3000;Médio Purus;não;Maloca;2975.312591
MAL-T1-C3-1900;Médio Purus;não;Maloca;1907.541569
MAL-T2-C1-3300;Médio Purus;não;Maloca;3338.886275
MAL-T1-C5-3800;Médio Purus;não;Maloca;3779.548618
CAP-T3-C6-4600;Médio Purus;sim;Capacini;4922.95029
CAP-T3-C3-1700;Médio Purus;sim;Capacini;2061.790402
IUT-T1-C8-5300;Médio Purus;sim;Iutari;5298.251826
IUT-T1-C7-4700;Médio Purus;sim;Iutari;4699.929812
LIM-T1-C2-2400;Médio Purus;não;Limeira;2433.327381
LIM-T1-C1-1800;Médio Purus;não;Limeira;1879.599812
LIM-T1-C4-3600;Médio Purus;não;Limeira;3714.76827
LIM-T1-C3-3100;Médio Purus;não;Limeira;3164.978688
LIM-T1-C6-4900;Médio Purus;não;Limeira;4927.052785
LIM-T1-C5-4200;Médio Purus;não;Limeira;4213.50037
IND-T1-C5-4300;Médio Purus;não;Independência;4329.136008
IND-T1-C4-3250;Médio Purus;não;Independência;3305.421608
IUT-T1-C2-1000;Médio Purus;sim;Iutari;1031.930307
IUT-T1-C1-480;Médio Purus;sim;Iutari;495.8679234
IUT-T1-C4-2800;Médio Purus;sim;Iutari;2747.8044
IUT-T1-C3-1750;Médio Purus;sim;Iutari;1778.145224
MAP-T2-C2-3000;Riozinho_Liberdade;não;Mapes_2;1599.977578
MAP-T2-C1-2500;Riozinho_Liberdade;não;Mapes_2;1103.253771
CAP-T3-C2-1000;Médio Purus;sim;Capacini;1361.963083
CAP-T3-C1-300;Médio Purus;sim;Capacini;727.2702564
CAP-T3-C5-3500;Médio Purus;sim;Capacini;3824.841958
CAP-T3-C4-2000;Médio Purus;sim;Capacini;2319.798089
IND-T1-C6-5900;Médio Purus;não;Independência;5928.198402
IND-T1-C1-500;Médio Purus;não;Independência;443.2925997
IND-T1-C3-1800;Médio Purus;não;Independência;1759.930203
IND-T1-C2-1000;Médio Purus;não;Independência;987.963407
1061;RDA;não;Sao Raimundo;1442.100627
1062;RDA;não;Sao Raimundo;1665.938081
1063;RDA;não;Sao Raimundo;2284.545377
1064;RDA;não;Sao Raimundo;3577.336643
1065;RDA;não;Sao Raimundo;3751.267978
2011;RDA;sim;H;4560.280664
2012;RDA;sim;H;4789.201901
2013;RDA;sim;H;5230.787915
1042;RDA;não;Bom Jesus Jurua;3094.851281
1043;RDA;não;Bom Jesus Jurua;3592.911179
1044;RDA;não;Bom Jesus Jurua;5602.325545
1045;RDA;não;Bom Jesus Jurua;8602.866385
1051;RDA;não;Novo Unaci;1056.908419
1052;RDA;não;Novo Unaci;1350.667372
1053;RDA;não;Novo Unaci;1883.053207
1054;RDA;não;Novo Unaci;3826.116107
2033;RDA;não;Z;2112.083614
2034;RDA;não;Z;3408.579762
2035;RDA;sim;Z;6551.043898
2041;RDA;não;Z;2056.637766
2042;RDA;não;Z;2051.087738
2043;RDA;não;Z;2288.308988
2044;RDA;não;Z;3809.39401
2051;RDA;não;Pupuai;1785.747687
2014;RDA;sim;H;6902.3695
2015;RDA;sim;H;9157.51237
2021;RDA;sim;G;8923.494832
2022;RDA;sim;G;9194.832742
2023;RDA;sim;G;9946.231639
2024;RDA;sim;G;11822.10826
2031;RDA;não;Z;1210.590653
2032;RDA;não;Z;1473.656986
2065;RDA;não;ROQUE;8469.767819
2071;RDA;não;ROQUE;2282.895806
2072;RDA;não;ROQUE;2419.18156
2073;RDA;não;ROQUE;2872.054842
2074;RDA;não;ROQUE;4646.322221
2081;RDA;não;E;1116.253546
2082;RDA;não;E;1393.536356
2083;RDA;não;E;1984.225295
2052;RDA;não;Pupuai;1845.859754
2053;RDA;não;Pupuai;2300.465937
2054;RDA;não;Pupuai;3967.647425
2055;RDA;não;Pupuai;6610.554118
2061;RDA;não;ROQUE;2627.627231
2062;RDA;não;ROQUE;2806.41922
2063;RDA;não;ROQUE;3209.672279
2064;RDA;não;ROQUE;5408.775048
3011;RDA;sim;Carauari Riozinho;1247.615029
3012;RDA;sim;Carauari Riozinho;1457.143801
3013;RDA;sim;Carauari Riozinho;2032.030486
3014;RDA;sim;Carauari Riozinho;3941.867559
3015;RDA;sim;Carauari Riozinho;6941.459822
3021;RDA;sim;J;1151.796778
3022;RDA;sim;J;1425.170847
3023;RDA;sim;J;1997.445705
2084;RDA;não;E;4061.847181
2091;RDA;não;FORTUNA;4642.634784
2092;RDA;não;FORTUNA;4859.409121
2093;RDA;não;FORTUNA;5481.447791
2094;RDA;não;FORTUNA;7090.704499
2095;RDA;não;FORTUNA;7617.158134
2101;RDA;não;Imperatrix;2509.904221
2102;RDA;não;Imperatrix;2725.674459
MOR-T1-C3-2250;Riozinho_Liberdade;não;Morro da Pedra;2268.436494
LIM-T1-C10-5800;Riozinho_Liberdade;não;Limão;5868.717
LIM-T1-C1-770;Riozinho_Liberdade;não;Limão;782.1576287
LIM-T1-C3-1800;Riozinho_Liberdade;não;Limão;1842.528479
LIM-T1-C2-1300;Riozinho_Liberdade;não;Limão;1270.380673
LIM-T1-C5-2800;Riozinho_Liberdade;não;Limão;2813.177832
LIM-T1-C4-2400;Riozinho_Liberdade;não;Limão;2422.187112
LIM-T1-C7-3930;Riozinho_Liberdade;não;Limão;3962.538401
MOR-T2-C3-2200;Riozinho_Liberdade;não;Morro da Pedra;2211.991505
MOR-T2-C2-1400;Riozinho_Liberdade;não;Morro da Pedra;1487.965625
MOR-T3-C2-5340;Riozinho_Liberdade;não;Morro da Pedra;5450.800552
MOR-T3-C1-4000;Riozinho_Liberdade;não;Morro da Pedra;4123.423832
MOR-T3-C3-6000;Riozinho_Liberdade;não;Morro da Pedra;6117.870908
MOR-T1-C2-1300;Riozinho_Liberdade;não;Morro da Pedra;1343.206101
MOR-T1-C1-800;Riozinho_Liberdade;não;Morro da Pedra;872.3202534
MOR-T1-C4-3070;Riozinho_Liberdade;não;Morro da Pedra;3107.834589
PER-T3-C1-400;Riozinho_Liberdade;não;Periquito;1093.797862
PER-T3-C3-2580;Riozinho_Liberdade;não;Periquito;2521.445687
PER-T3-C2-1520;Riozinho_Liberdade;não;Periquito;1471.806212
PER-T3-C5-5670;Riozinho_Liberdade;não;Periquito;5495.281491
PER-T3-C4-3880;Riozinho_Liberdade;não;Periquito;3878.443519
PER-T2-C2-1550;Riozinho_Liberdade;não;Periquito;1552.649172
PER-T2-C1-550;Riozinho_Liberdade;não;Periquito;549.9332733
PER-T2-C4-4090;Riozinho_Liberdade;não;Periquito;4108.814564
LIM-T1-C6-3380;Riozinho_Liberdade;não;Limão;3401.704596
LIM-T1-C9-5170;Riozinho_Liberdade;não;Limão;5205.584434
LIM-T1-C8-4550;Riozinho_Liberdade;não;Limão;4580.536205
PER-T4-C2-2070;Riozinho_Liberdade;não;Periquito;2164.427831
PER-T4-C1-1350;Riozinho_Liberdade;não;Periquito;1436.31167
PER-T4-C4-4000;Riozinho_Liberdade;não;Periquito;4096.01833
PER-T4-C3-2830;Riozinho_Liberdade;não;Periquito;2930.876339
PER-T4-C5-6000;Riozinho_Liberdade;não;Periquito;6150.365821
ALE-T2-C3-2800;Riozinho_Liberdade;não;Alegria;2870.492013
ALE-T2-C2-1500;Riozinho_Liberdade;não;Alegria;1546.141073
ALE-T2-C5-6180;Riozinho_Liberdade;não;Alegria;6254.17563
ALE-T2-C4-4200;Riozinho_Liberdade;não;Alegria;4227.131827
ALE-T1-C2-850;Riozinho_Liberdade;não;Alegria_2;735.8447653
ALE-T1-C1-288;Riozinho_Liberdade;não;Alegria_2;216.5346635
ALE-T1-C4-4800;Riozinho_Liberdade;não;Alegria_2;4739.756135
ALE-T1-C3-2550;Riozinho_Liberdade;não;Alegria_2;2470.715538
PER-T2-C3-2460;Riozinho_Liberdade;não;Periquito;2573.255032
PER-T2-C5-5670;Riozinho_Liberdade;não;Periquito;5711.162696
PER-T1-C3-2770;Riozinho_Liberdade;não;Periquito;2855.172321
PER-T1-C2-1550;Riozinho_Liberdade;não;Periquito;1651.926463
PER-T1-C5-5850;Riozinho_Liberdade;não;Periquito;5946.861342
PER-T1-C4-4000;Riozinho_Liberdade;não;Periquito;4056.215909
PER-T1-C1-1080;Riozinho_Liberdade;não;Periquito;1148.248687
ALE-T2-C1-850;Riozinho_Liberdade;não;Alegria;874.4490232
1024;RDA;não;Matura;7292.989217
1025;RDA;não;Matura;6840.579887
1031;RDA;não;Bom Jesus Jurua;1561.577783
1032;RDA;não;Bom Jesus Jurua;1860.968797
1033;RDA;não;Bom Jesus Jurua;2508.612124
1034;RDA;não;Bom Jesus Jurua;4489.130825
1035;RDA;não;Bom Jesus Jurua;7439.182196
1041;RDA;não;Bom Jesus Jurua;2793.649569
ALE-T1-C5-5900;Riozinho_Liberdade;não;Alegria_2;5859.244947
1012;RDA;não;BAUANA;3362.523937
1013;RDA;não;BAUANA;3980.130497
1014;RDA;não;BAUANA;5976.305443
1015;RDA;não;BAUANA;8698.784194
1021;RDA;não;Matura;9751.210996
1022;RDA;não;Matura;9463.053459
1023;RDA;não;Matura;8871.026201
C3-T1-C2-1240;Cazumbá-iracema;sim;Repouso;1525.064614
C3-T1-C1-830;Cazumbá-iracema;sim;Repouso;1179.231266
C3-T1-C4-3440;Cazumbá-iracema;sim;Repouso;3737.485485
